200	https://www.langchain.com/blog/context-engineering-for-agents
200	https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents
200	https://claude.com/blog/context-management
200	https://code.claude.com/docs/en/context-window
200	https://www.anthropic.com/engineering/building-effective-agents
200	https://code.claude.com/docs/en/memory
200	https://platform.claude.com/cookbook/tool-use-context-engineering-context-engineering-tools
200	https://www.anthropic.com/engineering/multi-agent-research-system
200	https://rlancemartin.github.io/2025/10/15/manus/
200	https://www.latent.space/p/context-engineering-for-agents-lance
200	https://cognition.com/blog/dont-build-multi-agents
200	https://platform.claude.com/docs/en/build-with-claude/context-editing
200	https://www.dbreunig.com/2025/06/22/how-contexts-fail-and-how-to-fix-them.html
200	https://www.dbreunig.com/2025/06/26/how-to-fix-your-context.html
200	https://simonwillison.net/2025/jun/27/context-engineering/
200	https://www.trychroma.com/research/context-rot
200	https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool
200	https://platform.claude.com/docs/en/build-with-claude/prompt-caching
200	https://docs.anthropic.com/en/docs/build-with-claude/context-windows
200	https://www.philschmid.de/context-engineering
200	https://x.com/walden_yan/status/2047054554433462360
200	https://www.letta.com/blog/memory-blocks/
200	https://www.letta.com/blog/agent-memory/
200	https://github.com/chroma-core/context-rot
200	https://openai.github.io/openai-agents-python/sessions/
200	https://arxiv.org/abs/2501.13956
200	https://mem0.ai/blog/understanding-memory-benchmark-for-production-ai-agents
200	https://mem0.ai/blog/ai-memory-management-for-llms-and-agents
200	https://www.louisbouchard.ai/context-engineering-2026/
200	https://developers.openai.com/cookbook/examples/agents_sdk/context_personalization
200	https://sourcegraph.com/blog/context-engineering
200	https://ai.google.dev/gemini-api/docs/caching
200	https://manus.im/blog/Context-Engineering-for-AI-Agents-Lessons-from-Building-Manus
200	https://blog.nilenso.com/blog/2025/10/29/fight-context-rot-with-context-observability/
200	https://www.digitalapplied.com/blog/context-engineering-agent-reliability-playbook-2026
200	https://developers.googleblog.com/architecting-efficient-context-aware-multi-agent-framework-for-production/
200	https://yuanchang.org/en/posts/claude-code-auto-memory-and-hooks/
200	https://neo4j.com/blog/developer/graphiti-knowledge-graph-memory/
200	https://hugobowne.substack.com/p/ai-agent-harness-3-principles-for
